PersonID,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,zipcode,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
69138,1,0.41887969,35,60601,2,0.37746555,3700.0,15,0,2,0,0
69139,1,0.120490271,53,60601,0,0.609878734,3380.0,9,0,0,0,1
69142,1,0.648417347,46,60601,4,0.9879236459999999,7700.0,18,0,7,0,2
69282,1,0.683305336,32,60601,0,0.18376948,3400.0,3,0,0,0,0
69454,1,0.999917266,42,60601,0,0.40889614399999996,4900.0,4,0,1,1,3
69482,1,1.033932136,23,60601,0,0.037406484,400.0,1,0,0,0,2
69594,1,0.041548777,50,60601,2,0.35992001799999995,4500.0,9,0,2,0,2
69622,1,0.784681636,29,60601,0,0.17670071699999998,4600.0,9,0,0,0,0
69664,1,0.9999998999999999,22,60601,98,0.0,800.0,0,98,0,98,0
69857,1,0.012339661000000002,60,60601,0,0.15450156199999998,3520.0,22,0,1,0,1
70152,1,0.559589582,45,60601,0,0.486679662,4616.0,5,0,1,0,0
70191,1,0.8103300659999999,72,60601,2,0.6763260459999999,5900.0,11,0,0,0,0
70193,1,0.10586313800000001,63,60601,0,0.146549622,4100.0,9,0,0,0,0
70395,1,0.814628418,49,60601,2,0.568767768,10200.0,10,0,2,0,3
70476,1,0.28009477,27,60601,0,0.162104261,4200.0,11,0,0,1,0
70611,1,0.9999998999999999,61,60601,0,0.016959878,7900.0,1,1,0,0,0
70659,1,0.964352992,36,60601,0,0.17948247399999998,5448.0,7,0,0,0,2
70743,1,1.115463635,31,60601,1,0.854715095,3000.0,6,1,1,2,0
70953,1,0.440622694,52,60601,0,0.292886402,20017.0,12,1,4,0,2
71011,1,0.9999998999999999,26,60601,0,0.003740648,801.0,0,1,0,0,0
71549,1,0.9999998999999999,30,60601,0,0.20043494,2758.0,2,1,0,0,0
71571,1,0.197698037,27,60601,1,0.44295171299999997,5135.0,11,0,2,0,1
71628,1,0.9999998999999999,24,60601,98,0.0,5250.0,0,98,0,98,0
71740,1,0.189351331,34,60601,0,0.27308794399999997,4536.0,6,0,0,0,1
71920,1,0.194813757,48,60601,0,0.271394295,3750.0,8,0,1,1,1
72029,1,0.995053527,55,60601,0,0.5793893729999999,12740.0,13,0,1,0,2
72464,1,0.32403165300000003,29,60601,1,0.053654024,1080.0,4,1,0,0,0
72481,1,0.995853158,46,60601,1,5393.0,5250.0,8,0,1,0,3
72518,1,0.9999998999999999,54,60601,98,0.0,5250.0,0,98,0,98,0
72722,1,1.08095952,61,60601,4,1.075732449,1808.0,8,3,1,2,0
72939,1,0.085096825,63,60601,1,0.224155169,5000.0,18,1,0,1,1
73066,1,0.9999998999999999,29,60601,98,0.0,5250.0,0,98,0,98,0
73310,1,0.64678828,49,60601,0,0.584695251,5200.0,10,0,2,1,0
73369,1,0.798018039,47,60601,0,1.491924319,6500.0,18,0,2,0,2
73655,1,0.9999998999999999,61,60601,0,0.368894602,5445.0,3,1,1,0,0
73910,1,0.884426415,47,60601,1,4877.0,5250.0,11,0,2,0,2
73976,1,1.045049995,52,60601,6,0.576109735,5248.0,11,2,2,1,0
74214,1,0.157210988,58,60601,0,0.266844682,11234.0,15,0,1,0,0
74319,1,0.805991441,37,60601,0,1090.0,5250.0,8,0,1,0,0
74448,1,0.43157878,46,60601,0,0.763543813,8250.0,36,0,3,0,0
74820,1,0.9999998999999999,39,60601,0,0.0,3431.0,0,2,0,1,1
74998,1,0.319440025,46,60601,3,0.295405856,4200.0,15,0,0,0,1
75003,1,0.08145927,44,60601,0,4.0,5250.0,1,0,0,0,0
75121,1,0.9999998999999999,48,60601,0,0.211489426,6666.0,2,1,1,1,2
75150,1,0.988687007,46,60601,0,0.47656648,3925.0,5,4,0,2,3
75331,1,0.9999998999999999,44,60601,0,0.07863724,4666.0,2,2,0,0,0
75365,1,0.879424115,36,60601,1,0.379405149,4000.0,3,1,1,1,1
75526,1,1.00842972,26,60601,0,0.037536801,4075.0,4,0,0,2,1
75618,1,0.999821906,34,60601,0,0.17366946800000002,4283.0,3,0,1,0,2
75710,1,0.585918477,54,60601,0,3.0413669060000004,1667.0,13,0,3,0,2
75802,1,1.031587365,61,60601,0,568.0,5250.0,4,0,1,0,0
75886,1,0.140664049,42,60601,0,0.329747774,2695.0,3,2,1,0,1
75986,1,0.034975117,38,60601,0,22.0,5250.0,2,0,0,0,0
76088,1,0.8331780759999999,44,60601,0,0.463642909,4166.0,8,0,0,0,0
76240,1,1.0099966679999999,29,60601,3,0.9170103740000001,8000.0,7,0,1,1,0
76275,1,0.9999998999999999,54,60601,4,0.411070525,3558.0,3,1,1,2,2
76733,1,0.854568914,37,60601,1,0.43146318100000003,6273.0,8,1,1,0,0
77335,1,0.557155419,42,60601,1,0.388717442,8100.0,14,0,4,0,3
77339,1,0.024654996000000002,51,60601,3,5200.0,0.0,22,0,2,0,0
77434,1,0.9999998999999999,44,60601,0,0.149046794,7500.0,4,3,0,3,3
77481,1,0.776770884,55,60601,0,0.10770209800000001,44000.0,12,0,0,0,3
77506,1,0.9999998999999999,23,60601,0,0.0,1200.0,0,2,0,0,0
77596,1,1.045908184,23,60601,0,0.007116231999999999,2950.0,2,0,0,0,1
77598,1,0.8374320479999999,45,60601,4,0.823696051,6000.0,11,0,2,2,0
78030,1,1.058588282,29,60601,3,0.436410174,6250.0,9,0,1,0,0
78039,1,0.561929759,43,60601,0,0.38585400799999997,8383.0,12,1,3,0,1
78131,1,0.5578480720000001,57,60601,2,0.314969121,10200.0,10,0,1,0,1
78723,1,0.09892527400000001,49,60601,1,0.328870435,11800.0,15,0,2,0,0
79049,1,0.35006634600000003,47,60601,0,0.707858428,5000.0,9,0,2,0,2
79082,1,1.006797695,31,60601,0,992.0,5250.0,7,0,0,0,0
79093,1,0.610335593,44,60601,3,0.119750618,8500.0,11,0,0,0,1
79320,1,0.867786452,74,60601,4,0.65443534,8420.0,15,0,1,0,0
79378,1,0.0,35,60601,0,0.295573536,2100.0,7,4,0,0,0
79455,1,0.023629043,33,60601,0,0.319518453,5066.0,15,0,2,0,0
79536,1,0.043149829,42,60601,0,0.468318661,9200.0,16,0,6,0,3
79655,1,1.078986836,52,60601,5,0.574371746,4416.0,11,0,1,3,0
79697,1,0.608163745,56,60601,5,0.530049468,9500.0,9,1,1,0,0
79705,1,0.34728591299999995,36,60601,0,0.139151581,3700.0,6,0,0,0,1
79826,1,0.164732976,61,60601,3,0.36937159799999997,8083.0,23,0,1,1,0
80054,1,0.9999998999999999,46,60601,3,0.080923507,4287.0,2,1,0,0,0
80411,1,0.9999998999999999,29,60601,0,0.039675102000000004,3200.0,1,3,0,0,1
80719,1,0.733726627,56,60601,2,1.4995834030000001,6000.0,11,0,4,0,3
80742,1,1.129247169,34,60601,3,946.0,5250.0,3,2,0,1,0
80771,1,0.9999998999999999,51,60601,1,1557.0,5250.0,3,1,1,0,0
80954,1,0.9999998999999999,29,60601,0,156.0,5250.0,0,0,0,0,0
81657,1,0.484555918,57,60601,0,0.534271806,7600.0,30,0,2,0,0
81852,1,0.079293081,90,60601,2,0.027710327000000003,7000.0,11,0,0,1,0
81853,1,0.8081739290000001,37,60601,0,0.8144811479999999,2996.0,8,0,1,0,1
81941,1,0.020979021,25,60601,1,0.244958678,3024.0,5,3,0,3,3
82308,1,0.898650939,61,60601,0,0.821193945,3500.0,14,0,2,0,0
82459,1,0.310983679,43,60601,0,3516.0,5250.0,9,0,2,0,0
82617,1,1.19760479,49,60601,0,1021.0,5250.0,2,3,1,0,0
83451,1,0.9918505470000001,44,60601,2,1.006666213,14700.0,24,0,5,0,2
83526,1,0.005160767,62,60601,0,0.20827558899999998,5050.0,12,0,1,0,1
83693,1,0.780146163,49,60601,0,0.153227742,8333.0,2,2,1,0,0
83715,1,0.9999998999999999,24,60601,0,452.0,5250.0,3,0,0,2,0
83804,1,0.652979264,33,60601,5,0.624479334,3120.0,16,0,1,2,0
83843,1,0.617523322,39,60601,0,0.50032113,4670.0,12,0,1,0,0
83951,1,0.6373626370000001,25,60601,1,0.0223398,1700.0,2,0,0,0,0
84095,1,0.520696491,58,60601,0,1.092363055,2500.0,13,0,0,0,0
84368,1,0.9500997999999999,24,60601,0,0.03848076,2000.0,4,0,0,0,0
84369,1,0.6427145710000001,52,60601,2,0.955113373,2160.0,2,0,1,0,0
84493,1,0.199667221,29,60601,1,0.067893211,10000.0,5,3,0,0,2
84625,1,0.087018545,25,60601,0,1.0,5250.0,1,0,0,0,0
85234,1,0.803526787,58,60601,4,0.362299662,6800.0,20,1,0,0,0
85421,1,0.9572681009999999,51,60601,1,0.49068323,6600.0,16,1,1,0,1
85422,1,0.0,71,60601,1,0.028630032000000003,11700.0,6,0,1,0,0
85838,1,0.131346365,50,60601,0,0.09575955300000001,8583.0,3,0,0,3,2
86372,1,1.05525101,40,60601,4,0.471554994,8700.0,15,7,1,1,0
86442,1,0.9999998999999999,41,60601,0,0.868131868,1000.0,1,0,0,1,5
86497,1,0.419899171,38,60601,2,0.43796237600000004,4730.0,6,0,0,0,2
86498,1,0.9999998999999999,27,60601,4,0.831445703,1500.0,4,3,1,0,0
86546,1,0.950512372,61,60601,0,2574.0,5250.0,3,1,1,1,0
86564,1,0.0,23,60601,0,0.0,1500.0,1,0,0,1,0
86602,1,0.822507663,57,60601,3,3418.0,5250.0,14,0,2,0,0
86871,1,0.38202247200000006,43,60601,0,0.029405999,5100.0,10,0,0,0,0
87163,1,1.1921014140000001,48,60601,2,0.9412235109999999,2500.0,13,1,1,0,2
87183,1,0.0,30,60601,1,0.9887546859999999,2400.0,5,1,1,2,0
87380,1,0.905081496,45,60601,0,0.8381313570000001,5800.0,7,0,2,0,0
87381,1,0.9999998999999999,43,60601,5,0.5251247920000001,3004.0,8,2,0,2,2
87466,1,0.962006908,33,60601,0,0.27757414199999997,3000.0,6,0,0,1,0
87893,1,0.562347588,61,60601,0,0.51210842,4500.0,12,0,2,0,0
87938,1,0.316467895,37,60601,0,0.708876098,3300.0,4,0,1,0,2
88095,1,0.0,84,60601,0,0.158381899,2916.0,9,0,1,0,0
88153,1,0.88006663,31,60601,3,0.104176498,8475.0,9,0,0,2,0
88262,1,0.9999998999999999,47,60601,0,0.095747758,6913.0,2,0,0,0,2
88316,1,0.0,43,60601,6,0.420948617,7083.0,5,1,1,1,3
88435,1,0.53122398,24,60601,1,0.226988755,2400.0,4,4,0,1,0
88494,1,0.848692929,37,60601,1,0.155902594,3777.0,3,3,0,0,0
88499,1,0.979445586,31,60601,1,0.497607656,8150.0,14,0,3,0,3
88517,1,0.9999998999999999,28,60601,2,0.027504088,23850.0,2,2,0,1,0
88569,1,0.0,54,60601,0,0.271143797,5166.0,5,0,2,0,0
88859,1,0.043689757999999995,51,60601,1,1.23954295,4900.0,11,0,3,0,1
89154,1,0.9999998999999999,29,60601,0,11.0,0.0,3,0,0,0,3
89398,1,0.8938104290000001,47,60601,6,0.238079323,8975.0,12,0,0,2,3
89583,1,0.08665926,54,60601,0,0.20027688,2166.0,5,0,0,0,0
89596,1,0.441679749,46,60601,3,0.56135966,4000.0,14,0,1,0,3
89599,1,0.845617444,62,60601,2,0.432971337,5616.0,9,1,0,1,1
89715,1,0.9999998999999999,57,60601,1,4042.0,5250.0,4,0,2,0,0
90067,1,0.022931297000000003,48,60601,0,4517.0,5250.0,6,0,2,0,2
90116,1,0.780719185,55,60601,0,1.076237319,3252.0,11,0,1,0,0
90667,1,0.46090535,28,60601,1,0.024487756,2000.0,7,0,0,0,0
91012,1,0.9999998999999999,44,60601,0,0.00933126,4500.0,0,2,0,0,0
91060,1,0.5783075839999999,62,60601,2,0.755289788,3260.0,14,0,1,2,0
91201,1,0.9999998999999999,51,60601,0,0.192451887,4000.0,2,2,0,0,1
91529,1,1.112359551,44,60601,7,0.305507675,12182.0,10,1,2,2,5
91695,1,1.07537302,36,60601,2,4117.0,5250.0,9,0,1,0,2
92190,1,0.893687708,44,60601,0,1340.0,5250.0,5,1,0,0,2
92201,1,0.06120348,47,60601,2,0.5152813479999999,3500.0,12,0,1,1,0
92577,1,0.018024903999999998,52,60601,0,0.220169361,5195.0,9,0,1,1,0
92741,1,0.745309885,31,60601,0,0.641213047,9166.0,16,0,2,0,1
92795,1,0.99040192,44,60601,3,1.2883506340000002,2600.0,8,1,1,0,0
92925,1,1.0145929340000002,44,60601,0,0.285884313,4200.0,9,0,0,0,3
93112,1,0.981517952,54,60601,7,0.506766917,3324.0,10,0,1,0,1
93287,1,1.003444362,37,60601,5,2.1739013209999998,3708.0,17,0,5,0,0
93588,1,0.9999998999999999,51,60601,1,0.58696105,4800.0,3,1,2,0,0
93594,1,0.8810651509999999,46,60601,3,1.1035631890000002,3900.0,11,1,2,1,3
93805,1,0.015538063000000001,55,60601,0,0.156947684,3000.0,5,0,0,0,0
93840,1,0.982589209,53,60601,1,0.102854744,7145.0,4,1,0,2,2
94163,1,0.960254968,36,60601,1,0.96866937,2712.0,6,1,1,0,3
94245,1,0.985014985,47,60601,1,0.037255792999999995,2200.0,2,0,0,0,0
94254,1,0.626471121,71,60601,0,0.416940054,3352.0,18,1,0,0,0
94325,1,0.450215565,67,60601,0,0.698281299,12683.0,30,0,8,0,0
94351,1,0.184601185,39,60601,0,1882.0,5250.0,6,0,1,0,0
94484,1,0.324621569,44,60601,1,1.000898992,15572.0,30,0,13,0,3
94665,1,0.485038057,57,60601,4,1807.0,5250.0,8,2,2,0,0
94800,1,0.803532745,51,60601,1,1.0693825590000001,3141.0,5,0,1,0,0
94915,1,0.765808548,35,60601,0,0.336024606,2600.0,3,3,0,1,2
95044,1,0.9999998999999999,40,60601,2,0.46050789799999997,5000.0,7,1,1,1,0
95265,1,0.884952648,44,60601,0,0.06646990900000001,7792.0,5,0,0,0,0
95350,1,1.115512773,25,60601,2,0.426594927,1300.0,5,3,0,1,0
95358,1,0.9999998999999999,46,60601,0,0.0,5250.0,0,1,0,0,0
95468,1,0.300300967,40,60601,0,0.529486852,7833.0,9,0,2,0,2
95522,1,0.7021985340000001,38,60601,1,0.6903158979999999,1930.0,10,0,1,0,2
95600,1,0.24079894,56,60601,1,8516.0,5250.0,12,0,3,0,0
95603,1,0.19689456100000002,40,60601,1,72.0,5250.0,2,0,0,0,0
95650,1,0.9999998999999999,31,60601,2,0.021191522999999997,2500.0,1,0,0,0,3
95918,1,0.31003194300000003,57,60601,3,0.5305034129999999,4687.0,17,0,1,0,0
96076,1,0.960026649,26,60601,2,0.201765775,3850.0,5,0,0,0,0
96129,1,1.091734787,22,60601,0,86.0,5250.0,2,0,0,1,0
96268,1,1.3554817280000002,28,60601,1,0.012108981000000001,990.0,1,1,0,0,2
96504,1,0.361518667,55,60601,3,0.648226097,3325.0,12,0,1,0,0
96541,1,1.066021266,39,60601,3,0.41467250899999997,8900.0,10,0,2,2,3
96825,1,0.8146003390000001,53,60601,0,0.6953053779999999,8775.0,9,0,1,0,1
96964,1,0.9999998999999999,66,60601,98,0.0,5250.0,0,98,0,98,0
96972,1,0.9999998999999999,45,60601,0,27.0,5250.0,1,0,0,0,0
97051,1,0.9999998999999999,29,60601,0,0.0,3200.0,0,0,0,0,0
97093,1,0.070955136,44,60601,0,2303.0,5250.0,8,0,2,0,0
97113,1,0.9544475990000001,54,60601,1,1.4620213430000002,3185.0,13,1,2,0,0
97125,1,1.027638894,54,60601,4,1.055991041,6250.0,17,1,2,0,0
97163,1,0.257247584,43,60601,0,0.62625792,10731.0,7,0,4,0,4
97167,1,0.434846746,45,60601,0,396.0,5250.0,4,1,0,0,0
97193,1,0.14296905599999998,44,60601,0,0.292756656,8600.0,11,0,1,0,1
97308,1,0.572218221,51,60601,0,0.658987281,4166.0,6,0,1,0,2
97321,1,1.2484394509999999,45,60601,2,3374.0,5250.0,3,2,1,2,0
97651,1,0.696897375,46,60601,0,0.244471372,3300.0,7,1,0,0,0
97924,1,0.687680165,50,60601,1,0.314634865,13583.0,15,0,1,0,6
98083,1,0.9999998999999999,53,60601,0,0.142771084,4979.0,4,0,0,3,0
98169,1,0.670401156,54,60601,1,0.308615231,6000.0,4,0,1,0,2
98362,1,0.9415495629999999,53,60601,1,0.709418157,8833.0,16,0,3,0,0
98379,1,1.020704908,33,60601,1,0.28860826100000003,3800.0,4,1,0,0,0
98380,1,0.9999998999999999,57,60601,0,0.0,5500.0,0,0,0,0,0
98541,1,0.964688364,46,60601,3,0.354445635,7467.0,6,2,1,0,0
98583,1,0.93367185,44,60601,3,0.26510213,2300.0,6,1,0,0,2
98715,1,0.23205780899999998,51,60601,1,0.11601817699999999,7041.0,11,0,0,0,1
98918,1,0.9896004159999999,62,60601,4,1.247322066,4200.0,8,0,1,0,0
99106,1,0.334614352,55,60601,0,0.970068027,6614.0,22,0,7,0,6
99562,1,0.49530094,54,60601,0,0.13698043099999999,7000.0,9,0,0,0,0
99613,1,0.529132499,46,60601,3,0.278266051,13425.0,15,0,1,1,1
99662,1,0.497819894,62,60601,1,0.40617901,2200.0,2,1,0,0,0
100023,1,1.018145908,38,60601,0,0.243199529,6800.0,11,0,0,1,0
100044,1,0.9999998999999999,64,60601,0,0.075817538,4800.0,2,0,0,1,0
100553,1,3.418079096,56,60601,1,0.292426893,4000.0,6,0,0,0,2
100994,1,0.566168052,41,60601,0,0.741769673,8170.0,10,0,2,0,0
101048,1,1.487279843,33,60601,1,548.0,5250.0,4,2,0,0,0
101090,1,1.068965517,45,60601,0,0.28345030600000004,4416.0,2,2,0,1,2
101101,1,0.16354099800000002,76,60601,0,0.110845468,4600.0,4,0,0,0,0
101144,1,0.565790638,53,60601,0,0.073571203,6333.0,15,0,0,0,2
101167,1,0.856478431,47,60601,0,1.3099225190000001,4000.0,16,0,2,0,0
101244,1,0.177257136,51,60601,0,0.432995976,8200.0,14,0,2,0,4
101320,1,0.6621388429999999,65,60601,1,0.24183775,11056.0,8,0,2,0,3
101422,1,0.032101627,66,60601,0,0.372868954,13666.0,7,1,1,0,1
101495,1,0.9999998999999999,53,60601,6,2462.0,5250.0,4,2,1,1,0
101633,1,0.511395442,30,60601,0,0.205544287,1478.0,2,0,0,0,0
101741,1,1.368259535,51,60601,2,228.0,5250.0,4,1,0,3,0
101803,1,0.350230415,41,60601,0,0.43659007200000005,5700.0,10,0,2,0,1
102077,1,0.952686224,48,60601,0,0.189889618,6250.0,5,0,0,0,0
102407,1,1.005367252,45,60601,2,0.576864324,7200.0,4,0,1,0,1
102525,1,0.061875169,62,60601,1,0.46566949,5548.0,6,1,2,3,1
102686,1,0.055887327,86,60601,0,0.406467096,7916.0,17,0,3,0,1
102688,1,0.9999998999999999,44,60601,0,0.44079076100000003,5108.0,3,4,1,3,2
102960,1,1.006966434,70,60601,2,0.6570260920000001,9542.0,9,0,2,0,1
103266,1,0.9999998999999999,40,60601,1,569.0,5250.0,2,1,0,0,0
103352,1,0.63545461,47,60601,0,0.455454455,10000.0,10,0,2,1,1
103444,1,0.18243440800000002,40,60601,1,0.836034519,4750.0,21,0,1,0,1
103469,1,1.261337433,34,60601,3,0.179850125,1200.0,4,1,0,0,0
103489,1,0.144843321,57,60601,0,0.361257027,10850.0,21,0,2,0,1
103687,1,0.872023268,40,60601,0,0.363325441,3800.0,4,2,0,2,3
103755,1,0.9999998999999999,36,60601,0,0.0,3000.0,0,0,0,0,0
103851,1,0.713540007,49,60601,0,1.633517495,3800.0,20,0,2,0,3
103903,1,0.47451313700000003,39,60601,0,0.288894814,7500.0,7,0,1,0,3
103940,1,0.9999998999999999,37,60601,0,0.0,1200.0,0,0,0,0,1
104021,1,0.45560322200000003,76,60601,1,0.27928928399999997,1800.0,6,0,0,0,0
104209,1,0.9999998999999999,47,60601,0,0.303049422,4754.0,2,1,1,0,3
104364,1,0.793517101,52,60601,3,0.7533950620000001,3239.0,8,3,2,0,3
104420,1,1.375812094,55,60601,1,1393.0,5250.0,7,0,1,1,0
104561,1,0.8850690929999999,35,60601,0,0.432118671,3100.0,7,1,0,1,3
104681,1,0.072561063,59,60601,1,0.25834833,5000.0,8,0,0,0,2
104813,1,0.31523875100000004,91,60601,1,0.519949601,16666.0,28,0,0,0,0
104875,1,0.684144819,38,60601,0,0.452499046,2620.0,3,0,1,0,2
104932,1,0.9999998999999999,27,60601,1,0.29361892,2240.0,2,2,0,1,1
104990,1,0.788873039,40,60601,0,0.214865709,1600.0,4,0,0,0,2
105029,1,0.9999998999999999,35,60601,0,0.075274961,7000.0,1,2,0,1,3
105219,1,0.520710329,56,60601,0,0.857976315,11483.0,26,0,2,0,2
105268,1,0.9999998999999999,29,60601,0,0.024991668999999998,3000.0,2,0,0,0,3
105304,1,1.00554939,49,60601,1,0.376221498,3683.0,5,0,1,0,0
105415,1,0.8086847070000001,49,60601,3,1.333493282,2083.0,12,0,1,1,0
105843,1,1.070673787,45,60601,0,0.558319871,3094.0,6,0,0,0,0
105862,1,0.9999998999999999,36,60601,0,0.20383693,1250.0,1,0,0,0,0
105869,1,1.072618254,40,60601,1,0.259891712,2400.0,8,1,1,4,2
106213,1,1.09611658,30,60601,1,0.19731971899999998,7834.0,18,2,0,0,2
106566,1,0.041801496,55,60601,5,1.316818485,4500.0,17,1,3,0,2
106598,1,0.604132154,64,60601,0,0.386058471,10500.0,24,0,0,0,0
106762,1,0.9474426359999999,28,60601,2,0.271970012,2400.0,7,0,0,0,1
106853,1,0.728365892,44,60601,1,0.389105799,10500.0,5,0,2,0,4
106923,1,0.6105599,45,60601,1,0.289816815,12500.0,10,0,1,0,4
107072,1,0.9999998999999999,53,60601,2,0.027643807000000003,8500.0,3,0,0,0,2
107216,1,0.504225114,65,60601,5,0.28084322100000003,8680.0,13,1,1,0,1
107243,1,0.8598770440000001,52,60601,2,0.506017604,5566.0,18,0,1,0,2
107543,1,1.035964036,43,60601,2,0.35401915899999997,2400.0,10,2,1,1,0
107550,1,0.9999998999999999,47,60601,1,383.0,5250.0,1,0,0,0,0
107755,1,0.785764956,63,60601,1,370.0,5250.0,3,0,0,0,0
107802,1,0.849798479,39,60601,0,0.6761369770000001,9256.0,12,0,2,0,0
107810,1,0.583846866,41,60601,1,1.079788457,4348.0,23,0,1,0,3
108307,1,0.0,40,60601,2,0.33825124799999995,4608.0,8,1,1,0,0
108344,1,0.932369205,31,60601,2,731.0,5250.0,4,1,0,0,0
108368,1,0.7763176690000001,39,60601,0,4368.0,5250.0,12,0,4,0,0
108408,1,0.0,32,60601,1,0.161391783,5086.0,3,2,0,1,2
108534,1,0.9999998999999999,29,60601,2,1273.0,5250.0,7,0,0,0,1
108598,1,0.905937509,60,60601,0,1.30145612,2540.0,15,3,2,2,0
108921,1,0.264662369,74,60601,0,0.47717842299999996,2650.0,11,0,0,0,0
108922,1,0.647847823,41,60601,3,0.578016086,5594.0,5,1,1,0,3
109275,1,0.439446367,33,60601,2,0.142954083,4420.0,6,6,0,3,0
109276,1,0.812640019,35,60601,0,1.815992731,2200.0,11,0,1,0,0
109712,1,1.031076582,26,60601,0,0.01874099,2080.0,5,0,0,0,0
109715,1,0.9001194220000001,43,60601,1,1493.0,5250.0,14,0,0,1,0
109722,1,0.360614514,56,60601,1,0.35533491799999994,7150.0,18,0,1,0,0
110107,1,0.795640872,23,60601,1,0.230809399,1914.0,10,4,0,1,1
110331,1,1.468438538,50,60601,3,0.41384432600000004,3365.0,12,0,1,1,1
110569,1,0.577422577,42,60601,1,0.277874396,5174.0,4,0,1,1,3
111025,1,0.2578356,50,60601,0,0.224282817,3450.0,7,0,0,0,1
111193,1,1.043994501,38,60601,0,0.825099375,1760.0,6,0,0,0,2
111221,1,0.48129106899999996,51,60601,4,2611.0,5250.0,11,2,1,1,0
111264,1,0.794557906,32,60601,1,1954.0,5250.0,7,0,1,0,0
111351,1,0.882242657,38,60601,5,0.363772705,6000.0,9,0,1,0,0
111785,1,0.696521391,26,60601,2,0.475873544,600.0,5,0,0,0,0
112126,1,1.024519049,54,60601,1,0.654676259,3196.0,6,0,1,0,1
112170,1,0.9999998999999999,28,60601,2,0.644142343,2500.0,7,1,1,0,1
112332,1,0.9999998999999999,36,60601,0,0.0,4000.0,0,1,0,0,0
112498,1,0.644946889,62,60601,1,0.524380864,6500.0,8,0,1,1,0
112519,1,0.95978698,73,60601,3,0.724372955,3667.0,9,0,1,1,0
112544,1,0.9999998999999999,58,60601,1,444.0,5250.0,1,2,1,0,0
112592,1,0.578269597,61,60601,0,0.203479178,5690.0,13,0,2,0,0
112655,1,0.282686925,28,60601,0,0.020979021,1000.0,1,0,0,0,2
112907,1,0.019192323,34,60601,3,0.177789787,3700.0,6,3,0,0,0
113013,1,0.629887055,39,60601,0,380.0,5250.0,4,1,0,0,3
113224,1,0.099950025,28,60601,1,0.11098612699999999,2666.0,8,0,0,0,0
113235,1,0.0,39,60601,0,0.039619165,3255.0,1,7,0,0,0
113319,1,0.945113242,68,60601,0,0.140797437,5617.0,2,0,0,0,0
113639,1,0.9999998999999999,26,60601,1,0.034607438,1935.0,1,3,0,0,2
113726,1,0.002036527,67,60601,0,0.081590675,5833.0,7,0,0,0,0
114552,1,0.326570236,61,60601,0,0.161356329,3420.0,7,0,0,0,0
114575,1,0.8714190540000001,48,60601,0,0.285357321,2000.0,8,0,1,0,2
114704,1,0.612644579,55,60601,0,0.263680832,6541.0,9,0,0,0,0
114725,1,0.8547055590000001,40,60601,0,0.021025371,78000.0,6,0,1,0,2
114867,1,0.9999998999999999,33,60601,1,0.10924016,4750.0,1,2,0,0,2
114916,1,0.435085695,50,60601,0,0.7455123840000001,4400.0,13,0,1,0,2
114993,1,0.000699977,62,60601,0,966.0,5250.0,4,0,1,0,0
115213,1,0.907573813,25,60601,3,619.0,0.0,5,2,0,1,1
115299,1,0.9999998999999999,33,60601,1,0.266589729,1732.0,2,0,0,0,0
115545,1,0.065780622,63,60601,0,1.441899209,2400.0,13,0,2,0,0
115963,1,0.660654608,55,60601,0,0.628605914,8284.0,16,0,2,0,1
116013,1,1.1598546779999999,65,60601,3,723.0,0.0,5,2,0,4,0
116137,1,0.42049669,49,60601,2,2.0521739130000003,2299.0,10,0,1,1,0
116195,1,0.944276737,65,60601,5,0.436572635,17050.0,17,1,2,1,1
116455,1,0.456203962,53,60601,0,0.56323946,6000.0,7,0,1,0,3
116641,1,0.84180791,43,60601,3,0.44231570200000003,2400.0,5,0,0,0,0
116708,1,0.155414833,47,60601,0,0.320244328,4583.0,7,0,2,0,0
116755,1,0.038247447000000004,46,60601,0,0.273454424,6000.0,11,0,1,1,2
116772,1,1.0033222590000002,43,60601,5,5965.0,5250.0,13,3,2,1,0
116778,1,0.754853762,55,60601,1,0.793529626,2750.0,5,1,1,1,3
116792,1,0.994637875,46,60601,0,1.126213592,8960.0,9,0,4,0,0
116836,1,0.17504509699999998,39,60601,0,0.587597197,10416.0,37,0,2,0,2
116966,1,0.929017746,43,60601,1,0.501684762,2670.0,4,0,2,1,4
117245,1,0.9999998999999999,50,60601,4,2432.0,5250.0,7,0,2,1,3
117698,1,0.6408408839999999,51,60601,0,0.734522942,5491.0,11,0,1,0,1
117702,1,0.57753097,53,60601,1,0.887293765,4666.0,30,5,1,0,1
117922,1,0.9999998999999999,45,60601,2,0.380927566,1918.0,6,0,2,0,2
117924,1,0.6826943529999999,39,60601,0,0.271517997,3833.0,5,0,0,0,0
118268,1,0.661146696,29,60601,0,0.114904246,1200.0,3,1,0,0,2
118343,1,0.9999998999999999,52,60601,4,0.24794433899999999,7904.0,13,2,1,1,0
118373,1,1.101796407,37,60601,1,0.107578484,5000.0,5,1,0,1,3
118401,1,0.7130194740000001,47,60601,0,1.182396088,6134.0,16,0,5,1,2
