PersonID,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,zipcode,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
102078,0,0.619690155,66,60618,0,0.073696315,20000,8,0,0,0,1
102084,0,0,75,60618,0,0,,1,0,0,0,
102092,0,0.118164828,62,60618,0,0.337686186,4900,15,0,2,0,0
102122,0,0.145433801,64,60618,0,0.089807853,4787,10,0,1,0,0
102123,0,0.173556913,61,60618,0,0.856138295,3412,18,0,1,0,0
102133,0,0.003477877,50,60618,0,0.003068897,6516,19,0,0,0,0
102145,0,0.478041757,32,60618,1,1.005621487,1600,10,0,0,0,0
102152,0,0,58,60618,0,0.451198223,6300,15,0,2,0,0
102177,0,0.043536392,55,60618,0,0.315757667,6618,10,0,2,0,0
102178,0,0.041497925,59,60618,0,0.239945155,4375,12,0,1,0,1
102196,0,0.285918309,29,60618,1,0.442033898,1474,9,0,0,0,0
102217,0,0.767837005,47,60618,0,0.713907674,3400,5,0,1,0,3
102226,0,0.761179829,35,60618,0,0.179566563,1614,3,2,0,0,0
102240,0,0.946624371,34,60618,0,2553,0,7,0,2,0,2
102247,0,0.580492771,52,60618,0,0.301899367,3000,5,0,0,0,1
102275,0,0.949073457,40,60618,0,0.59870065,2000,7,0,0,1,1
102291,0,0.000857131,68,60618,0,0.000181785,5500,2,0,0,0,0
102295,0,0.036131339,73,60618,0,0.226841518,10751,7,0,1,0,0
102313,0,0,58,60618,0,2192,,12,0,1,0,1
102314,0,0.001479047,65,60618,0,2,,6,0,0,0,0
102315,0,0.422584557,49,60618,1,1804,,4,0,1,0,0
102327,0,0.140492195,31,60618,0,0.107664701,3900,7,0,1,0,0
102344,0,0.909727182,32,60618,0,0.21060639,4600,7,0,0,0,1
102347,0,0.191004599,50,60618,1,0.224717175,5833,9,0,1,0,1
102352,0,0.20713904,36,60618,0,0.375453068,8000,11,0,2,0,2
102371,0,0.299335541,33,60618,0,0.225097198,7458,6,0,0,0,1
102372,0,0.9999999,56,60618,1,0.211998572,8400,5,4,1,0,0
102385,0,0.038267199,58,60618,1,0.298776098,4166,8,0,1,0,0
102391,0,0.504768077,42,60618,0,0.951172626,2600,6,0,2,0,1
102393,0,0.299940012,31,60618,0,0.317721172,3650,8,0,1,0,1
102400,0,0.291904365,44,60618,0,0.374871619,2920,9,0,0,0,2
102401,0,0.004896659,50,60618,0,0.373047282,4800,7,0,1,0,2
102406,0,0.700294428,56,60618,0,0.444267516,3767,6,0,1,0,1
102427,0,0.031695493,66,60618,0,113,,3,0,0,0,0
102454,0,0.951511126,41,60618,0,0.016187393,5250,3,0,0,1,5
102472,0,0.9999999,36,60618,0,0,1,0,0,0,0,3
102480,0,0.011219309,72,60618,0,0.254395036,6768,10,0,1,0,0
102481,0,0,44,60618,0,0.418439716,8600,5,0,2,0,0
102520,0,0,42,60618,0,0.564703711,10833,3,0,1,0,1
102527,0,0.426480619,57,60618,0,0.123739688,12000,13,0,1,0,1
102532,0,1565,45,60618,0,0.28346231,6977,5,0,1,0,0
102538,0,0.031941231,73,60618,0,0.18015084,5833,13,0,2,0,0
102539,0,0.059933754,53,60618,0,0.152748037,1400,5,0,0,0,1
102556,0,0.9299081,67,60618,0,1.043668122,2289,9,0,2,0,0
102571,0,0.471237604,46,60618,0,0.685451889,4790,13,0,1,0,1
102577,0,0.155923954,53,60618,0,4566,,9,0,2,0,0
102606,0,0.619227013,45,60618,0,0.520422736,3500,3,0,1,0,2
102612,0,0,56,60618,0,0.07764779,9658,5,0,0,0,2
102615,0,0.5934011,40,60618,2,0.028242939,4000,4,0,0,0,1
102616,0,0.250314302,56,60618,0,0.496782102,6525,11,0,1,0,0
102622,0,0.067205533,42,60618,1,0.951442445,3500,6,0,2,0,1
102623,0,0.02669733,67,60618,0,0.016960651,1473,10,0,0,0,0
102643,0,1.774394464,47,60618,2,0.43300536,12500,14,0,2,0,2
102656,0,0.066557357,55,60618,0,1943,,19,0,2,0,0
102690,0,0.068797776,65,60618,0,0.32487948,4770,11,0,2,0,0
102707,0,0.9999999,38,60618,0,0.022718326,17782,1,1,0,0,3
102710,0,0.9999999,29,60618,0,0,2860,0,0,0,0,0
102718,0,0.009536743,74,60618,0,9,,5,0,0,0,0
102720,0,0.503328434,46,60618,0,0.581633996,7600,11,0,2,0,1
102721,0,0.114706004,80,60618,0,0.117110544,2740,2,0,0,0,0
102723,0,0.249994867,57,60618,0,0.474297224,11418,13,0,4,0,0
102748,0,0.036174343,45,60618,0,0.379853596,6283,3,0,1,0,1
102753,0,0.682263547,33,60618,0,0.547297297,4883,7,0,3,0,0
102759,0,0.005063578,49,60618,0,0.493606138,4300,16,0,1,0,0
102763,0,0.680340449,33,60618,0,0.383404149,4000,6,0,0,0,3
102764,0,0,45,60618,0,0.391752577,3200,4,0,1,0,2
102778,0,0.507095881,29,60618,0,0.058797194,6700,5,0,0,0,0
102788,0,0.9999999,47,60618,0,0.587804065,3000,4,0,1,0,0
102795,0,0.128966314,55,60618,1,0.261616162,1979,6,0,0,0,0
102799,0,0.42054589,59,60618,0,0.450745113,15500,15,0,2,0,0
102805,0,0.00079598,46,60618,0,309,,6,0,0,0,0
102830,0,0.220750629,63,60618,0,0.507904337,7400,12,0,2,0,0
102831,0,0.262000668,56,60618,0,0.362211396,4720,9,0,2,0,0
102850,0,0.191254075,52,60618,0,0.32103254,5500,8,0,2,0,3
102855,0,0.011105735,56,60618,0,0.171414293,2000,7,0,0,0,0
102867,0,0.00122399,47,60618,0,0.219976347,9300,24,0,1,0,0
102868,0,0.141339309,61,60618,0,0.457012282,3500,11,0,0,0,1
102870,0,0.9999999,33,60618,0,0.47653575,4964,8,0,1,0,1
102871,0,0.226021914,63,60618,0,0.572750436,7456,20,0,2,0,1
102872,0,0.002587606,76,60618,0,1307,,8,0,1,0,0
102898,0,0.319833564,63,60618,0,673,,10,0,0,0,0
102902,0,0.020581881,50,60618,0,0.061441323,62400,13,0,4,0,1
102912,0,0,85,60618,0,0,,3,0,0,0,0
102921,0,0.622342691,49,60618,1,1504,,5,0,1,0,0
102927,0,0,28,60618,0,0.383846794,1200,5,0,0,0,0
102956,0,0.12434446,83,60618,0,1672,,14,0,1,0,0
102987,0,0.223069773,29,60618,0,0.184915947,2200,9,0,0,0,0
102991,0,0.65017091,35,60618,0,0.587010824,1200,4,0,0,0,2
102998,0,0,57,60618,0,0.505469846,3564,9,0,1,0,0
103004,0,0.00576759,86,60618,0,13,,13,0,0,0,0
103007,0,0.012535974,45,60618,0,0.438512869,4195,2,0,1,0,3
103011,0,0.085752008,58,60618,1,0.227028734,9500,29,0,2,0,0
103024,0,0.185768201,67,60618,0,2101,,6,0,1,0,0
103026,0,0.376663006,56,60618,1,0.416134797,7833,20,0,1,1,0
103034,0,0.023886053,57,60618,0,0.052638557,7541,4,0,0,0,0
103042,0,0.364845144,65,60618,0,106885,,8,0,4,0,
103050,0,0.265327541,54,60618,0,0.341078721,7100,12,0,1,0,1
103057,0,0.644157056,37,60618,1,0.35164076,5789,10,0,1,1,2
103064,0,0.390311486,67,60618,0,1763,,7,0,2,0,0
103077,0,0.589741026,29,60618,1,0.438280166,720,9,0,0,0,0
103084,0,0.072229033,53,60618,0,1640,,10,0,2,0,0
103087,0,0,37,60618,0,1885,,3,0,1,0,0
103089,0,0.9999999,34,60618,0,0,1421,0,1,0,0,1
103103,0,0.040315327,31,60618,0,0.006283919,3500,5,0,0,0,0
103106,0,0.262712392,49,60618,2,0.519513905,8557,19,1,3,0,3
103117,0,0.252277732,44,60618,0,0.242270618,14004,6,0,2,0,2
103120,0,0.043948132,50,60618,0,2133,,23,0,2,0,0
103131,0,0.485985802,45,60618,0,0.294882283,11000,8,0,2,0,2
103138,0,0.017341649,60,60618,0,0.324003393,3536,3,0,1,0,1
103139,0,0.596042618,51,60618,0,0.509932904,7600,8,0,2,0,2
103163,0,0.030298496,58,60618,0,1982,,9,0,1,0,0
103167,0,0.13958447,54,60618,0,0.297214137,12024,9,0,2,0,0
103169,0,0.9999999,34,60618,0,0.00371402,4307,1,0,0,0,1
103175,0,0.27886057,36,60618,1,0.129379735,8447,10,3,0,1,0
103177,0,0.035022682,48,60618,1,0.26574825,9000,6,0,1,0,3
103192,0,0.681263747,33,60618,0,0.137018524,3400,3,0,0,0,0
103200,0,0.008158998,63,60618,0,0.45067362,2300,16,0,1,0,0
103202,0,0.000186898,43,60618,0,0.090751779,5200,9,0,0,0,3
103204,0,0.9999999,37,60618,0,0.300873908,800,2,0,0,0,2
103221,0,1.003888529,62,60618,1,0.378383191,5615,11,0,1,1,0
103244,0,0.070827248,56,60618,0,0.340425532,6250,9,0,1,0,0
103255,0,0.208213626,43,60618,0,0.25109956,2500,7,0,0,0,2
103261,0,0.623818809,52,60618,1,0.55963467,5583,8,0,1,0,3
103262,0,0.026340409,62,60618,0,775,,5,0,1,0,0
103269,0,0.289468862,32,60618,0,0.369926015,5000,6,0,2,0,0
103276,0,0.349025307,59,60618,0,0.075068244,4395,4,0,0,0,3
103277,0,0.053760115,62,60618,0,1.090636455,3000,6,0,1,0,0
103281,0,0.118193359,63,60618,0,0.281262149,15433,9,0,2,0,1
103282,0,0.10766816,55,60618,0,0.218042509,23100,8,0,4,0,3
103285,0,0.9999999,27,60618,1,0.00376506,3983,0,0,0,0,1
103295,0,0.020048528,56,60618,0,0.282519771,7333,7,0,1,0,1
103300,0,0,31,60618,2,0.490438695,2666,4,2,0,1,2
103301,0,0.248262178,73,60618,0,0.852229554,5000,19,0,2,0,1
103306,0,0.076042068,63,60618,0,0.022716947,2200,4,0,0,0,0
103309,0,0.043822241,56,60618,0,0.435180604,8083,6,0,2,0,2
103322,0,0.998271109,26,60618,0,1493,,5,0,0,0,0
103332,0,0.9999999,44,60618,0,1993,,2,0,1,0,0
103381,0,0.408647423,39,60618,0,1640,,4,0,1,0,0
103391,0,0.110658527,51,60618,0,0.291395203,20720,13,0,2,0,1
103393,0,0.025243133,43,60618,0,0.331366863,10000,5,0,1,0,2
103394,0,0.825046998,48,60618,0,0.275496078,6500,3,0,1,0,2
103410,0,0.362358131,64,60618,0,3112,,24,0,1,0,0
103429,0,0.031537806,56,60618,0,0.252974703,10000,5,0,1,0,2
103434,0,0.025248422,79,60618,0,12,,3,0,0,0,0
103441,0,0.015998222,63,60618,0,0.558312655,805,9,0,1,0,0
103442,0,0.000899978,45,60618,0,0.000111857,8939,3,0,0,0,0
103450,0,9.30E-05,45,60618,0,0,7000,1,0,0,0,3
103455,0,0.9999999,29,60618,0,0,2000,0,1,0,0,0
103476,0,0.9999999,26,60618,1,0.217951566,4500,3,0,0,0,1
103487,0,1.956810631,33,60618,1,0.122481322,4416,2,13,0,0,0
103490,0,0,31,60618,0,0.039735099,1660,2,0,0,0,0
103491,0,0.935994289,28,60618,1,0.106266667,7499,14,0,0,0,0
103494,0,0.273464418,31,60618,0,0.199367958,7277,5,0,1,0,1
103500,0,0.9999999,48,60618,0,0.11410382,4083,1,0,0,0,0
103502,0,0.853629274,30,60618,0,129,,2,0,0,0,0
103504,0,0.056142878,64,60618,0,1.195324448,4576,10,0,1,0,0
103514,0,0.463211501,45,60618,0,0.421440456,4206,12,0,1,0,1
103532,0,0.018904578,64,60618,0,0.380575726,7711,9,0,2,0,0
103537,0,0.005458106,43,60618,0,3116,,6,0,1,0,0
103567,0,0.465567199,63,60618,0,0.448084398,1800,6,0,1,0,0
103574,0,0.106826775,69,60618,0,0.059748428,4133,11,0,0,0,0
103590,0,0.196340183,63,60618,0,0.18361754,9851,4,0,1,0,1
103592,0,0.018966034,51,60618,0,0.114217795,8833,4,0,1,0,0
103600,0,0.595333559,52,60618,0,0.443133399,3050,14,0,1,0,0
103604,0,0.153307782,49,60618,3,0.071205497,1600,16,0,0,0,3
103614,0,0.016241854,47,60618,0,0.195134103,12042,11,0,1,0,3
103636,0,0.069469753,65,60618,0,0.166164101,6300,9,0,2,0,0
103659,0,0.175552555,49,60618,0,0.802941176,3059,9,0,2,0,0
103662,0,0.451496512,35,60618,0,0.651538632,4516,5,0,1,0,0
103666,0,0.032396397,51,60618,0,0.191437142,7333,8,0,1,0,1
103667,0,0.011708758,42,60618,0,880,,5,0,0,0,0
103675,0,0.025282057,71,60618,0,0.011997001,4000,7,0,0,0,1
103682,0,0.227888606,41,60618,0,0.322327325,5602,5,0,1,0,0
103706,0,0.342845091,51,60618,0,1.548039969,1300,7,0,1,0,0
103709,0,0.158280573,57,60618,0,0.858760826,1500,6,0,1,0,1
103711,0,0.672149548,55,60618,0,0.189387694,26685,13,0,2,0,4
103714,0,0.242525249,47,60618,0,4160,,5,0,2,0,0
103715,0,0.008229696,60,60618,0,472,,7,0,0,0,0
103732,0,0.089298188,52,60618,0,0.449741118,5600,11,0,1,1,1
103737,0,0.099606906,55,60618,0,129,,4,0,0,0,
103753,0,0.220940403,69,60618,0,0.292518913,3568,5,0,0,0,2
103768,0,0.011342695,59,60618,0,0.097276527,14833,7,0,1,0,1
103774,0,0.236051278,54,60618,2,0.226359293,13186,13,0,3,0,0
103776,0,0.032845492,68,60618,0,0.002790373,2866,7,0,0,0,0
103800,0,0.457304328,49,60618,0,0.135796204,9852,7,0,0,0,2
103824,0,0.012292936,43,60618,0,0.005574136,4484,3,0,0,0,2
103831,0,0.094445985,32,60618,0,0.678763924,2782,7,0,1,0,0
103848,0,0.023812351,69,60618,1,0.353939825,22500,18,0,4,0,0
103850,0,0.95952024,39,60618,0,0.721033868,1121,4,0,0,0,0
103860,0,0.250903777,69,60618,0,1697,,3,0,1,0,0
103863,0,0.07641196,41,60618,1,0.451454855,10000,4,0,1,0,2
103866,0,0.026639272,43,60618,0,0.109337204,6200,5,0,0,0,2
103875,0,0.312602428,72,60618,0,0.209401231,17869,8,0,2,0,1
103885,0,0.509142132,39,60618,0,3200,,20,0,2,0,4
103887,0,0.329177213,54,60618,0,0.632499143,2916,12,0,1,0,0
103897,0,0.127714891,54,60618,0,0.330735217,13342,8,0,2,0,1
103905,0,0.007200577,63,60618,0,38,,5,0,0,0,0
103913,0,0.098621441,70,60618,0,0.584353912,4000,8,0,2,0,1
103923,0,0.042363387,34,60618,0,0.373313343,2000,3,0,0,0,0
103924,0,0.083636495,46,60618,1,0.139848238,14100,6,0,1,0,0
103937,0,0.159969817,49,60618,0,0.864930345,1650,6,0,1,0,2
103944,0,0.169291535,41,60618,0,0.056816539,6916,5,1,0,0,1
103947,0,0.904417387,51,60618,0,0.133275513,3458,2,0,0,0,0
103955,0,0.9999999,59,60618,0,0.024430553,13916,1,0,1,0,2
103959,0,0.01206807,58,60618,0,0.254008016,1995,5,0,1,0,0
103960,0,0.453171264,28,60618,0,0.541819394,3000,8,0,2,0,3
103969,0,0.014121315,47,60618,0,0.316556954,12000,9,0,1,0,2
103970,0,0.191515741,56,60618,0,0.35292729,12707,8,0,1,0,2
103983,0,0.001537355,71,60618,0,10,,7,0,0,0,0
103991,0,0.519140176,47,60618,2,0.656165495,29583,26,0,13,0,2
103992,0,0.154623077,35,60618,0,0.37863864,18172,24,0,4,0,3
103998,0,0.499250375,29,60618,0,0.136433219,5225,2,0,0,0,0
104024,0,0.099605615,56,60618,0,2396,,7,0,2,0,
104026,0,0,29,60618,0,0.011512779,4342,5,0,0,0,0
104028,0,0.217323227,42,60618,0,3800,,5,0,1,0,0
104036,0,0.323986859,49,60618,0,0.36788507,5498,19,0,1,0,1
104045,0,0.095290471,79,60618,0,28,,5,0,0,0,0
104052,0,0.007426872,36,60618,1,0.163849348,6743,6,0,0,0,0
104058,0,0.009019018,46,60618,0,2452,,7,0,1,0,1
104077,0,0.9999999,81,60618,0,0.009141986,10500,3,0,0,0,0
104100,0,0.26348589,49,60618,1,8.305674588,7700,14,0,0,0,5
104101,0,0.258623563,54,60618,1,0.32591852,4000,7,0,1,0,4
104105,0,0.720764612,52,60618,0,0.918607386,4250,10,0,2,0,2
104111,0,0.65989724,52,60618,0,0.20403629,5400,10,0,0,0,0
104118,0,0.016117909,47,60618,0,0.443133828,6866,9,0,3,0,0
104135,0,1.500831947,61,60618,0,0.131107633,5750,3,0,1,2,0
104137,0,0.422871381,60,60618,0,0.578899292,4378,6,0,1,0,0
104142,0,0.056857153,77,60618,0,45,,4,0,0,0,
104149,0,0.040458558,69,60618,0,1259,,8,0,1,0,0
104155,0,0.020429107,85,60618,0,24,,7,0,0,0,
104158,0,0.006539475,73,60618,0,0.448473537,7500,9,0,2,0,0
104172,0,0.826481062,36,60618,2,0.369828771,8000,8,0,2,0,2
104201,0,0.63914671,61,60618,2,0.182550502,8068,5,0,0,0,1
104202,0,0.157688079,44,60618,0,90,,2,0,0,0,0
104205,0,0.195567036,40,60618,0,0.313691508,7500,6,0,2,0,2
104262,0,0.01297608,64,60618,0,0.019556714,2300,10,0,0,0,0
104269,0,0.012432919,68,60618,0,0.005235602,2100,1,0,0,0,2
104277,0,0.300888517,53,60618,0,0.402913221,8100,9,0,1,0,1
104278,0,0.09928212,66,60618,0,0.295473422,4815,8,0,1,0,0
104292,0,0.14235846,46,60618,0,622,,3,0,0,1,
104305,0,0.310173639,61,60618,0,0.516564057,3410,6,0,1,0,0
104314,0,0.294391656,52,60618,1,0.363021074,6500,17,1,1,0,0
104317,0,0.013797241,42,60618,0,0.277388944,7000,8,0,1,0,0
104318,0,0.740814796,34,60618,0,0.17247844,8000,4,2,0,0,0
104333,0,0.070576116,61,60618,1,0.89132948,1729,9,0,1,0,0
104340,0,0.08878877,31,60618,0,0.506311711,8000,15,0,2,0,1
104359,0,0.150516424,50,60618,0,0.173794558,22750,7,0,1,0,3
104370,0,0.356782511,53,60618,0,0.418175147,8175,11,0,2,0,0
104371,0,0.199128318,51,60618,0,2613,,12,0,5,0,5
104373,0,0.0191869,80,60618,0,0.004169562,4316,3,0,0,0,0
104381,0,0.602820212,47,60618,2,0.386191619,5416,10,0,1,0,1
104382,0,0.035360381,39,60618,0,0.564487103,5000,9,0,1,0,0
104389,0,0.018263291,77,60618,0,0.007142177,10500,17,0,0,0,0
104405,0,0.133232191,63,60618,0,0.277386817,8525,13,0,2,0,0
104408,0,1.020697853,54,60618,2,0.296272698,9416,12,0,2,0,0
104422,0,0.004441043,62,60618,0,1269,,14,0,1,0,0
104459,0,0.337510245,52,60618,0,0.311868813,10000,22,0,0,0,3
104471,0,0.546148313,41,60618,1,0.666629427,8950,11,0,2,0,2
104473,0,0.164326396,55,60618,1,0.431209401,13700,13,0,1,0,2
104492,0,0.9999999,70,60618,0,1.320191159,1673,10,0,1,0,0
104499,0,0.115348867,42,60618,0,0.421504497,2445,8,0,1,0,0
104509,0,0.004396053,52,60618,0,0.262285275,11700,13,0,4,0,2
104510,0,0.030266904,51,60618,0,0.389739251,13000,12,0,1,0,1
104514,0,0.228143554,63,60618,1,1.060612372,4800,15,0,3,0,0
104555,0,0.152792413,63,60618,0,0.734489856,3400,5,0,1,0,0
104557,0,0.008992855,75,60618,0,0.004893964,1838,5,0,0,0,0
104580,0,0.010498279,44,60618,0,0.011726696,8356,9,0,0,0,2
104596,0,0.697358553,36,60618,0,0.637300843,3200,13,0,1,0,1
104606,0,0.246933886,44,60618,0,1.149508039,8333,14,0,7,0,2
104614,0,0.642807398,38,60618,2,0.187509614,6500,7,0,0,0,0
104615,0,0.923407659,45,60618,0,0.371303025,11833,7,0,1,0,3
104623,0,0.017749113,42,60618,0,0.572545918,11378,6,0,3,0,2
104655,0,0.04877347,29,60618,0,0.831195138,1480,9,0,0,0,1
104658,0,0.263982401,43,60618,0,0.244918361,3000,6,0,0,0,0
104661,0,0,75,60618,0,2857,,9,0,1,0,0
104667,0,0.061551106,41,60618,0,0.457632303,13075,17,0,4,0,3
104675,0,0.014528434,64,60618,0,0.005089059,2750,3,0,0,0,0
104703,0,1.010994503,24,60618,1,0.249843848,1600,3,0,0,0,0
104705,0,0.231828321,60,60618,0,0.006206469,14500,5,0,0,0,1
104710,0,0.448795296,57,60618,0,0.333315119,18300,19,0,2,0,1
104720,0,0.384395814,23,60618,2,0.117941029,2000,4,0,0,0,0
104726,0,0.346606495,49,60618,1,1770,,8,0,1,0,0
104729,0,0.002276777,64,60618,0,0.185887058,10500,7,0,2,0,0
104735,0,0.047674344,34,60618,0,0.200652174,4599,5,0,1,0,0
104736,0,0.460109914,54,60618,0,0.14445072,7081,6,0,0,0,2
104737,0,0.077720981,77,60618,0,0.020826335,2976,7,0,0,0,0
104768,0,0.123459001,55,60618,0,0.386532031,15250,15,0,3,0,3
104821,0,0.019853725,63,60618,0,0.039524762,8500,10,0,0,0,0
104829,0,0.362454585,47,60618,0,0.135716071,4000,11,0,0,0,2
104833,0,0.246669937,46,60618,0,0.209765452,6778,9,0,2,0,0
104862,0,0.011376973,66,60618,0,0.183977003,8000,8,0,1,0,1
104866,0,0.302449652,61,60618,0,0.451654491,6980,9,0,1,0,1
104879,0,0.9999999,37,60618,0,0,3935,2,0,0,0,2
104889,0,0.001856878,45,60618,0,0.246097138,4611,2,0,1,0,0
104897,0,0.09212299,52,60618,2,0.384418493,6250,11,0,2,0,2
104909,0,0.969206159,34,60618,1,0.508383423,3160,3,0,1,0,1
104926,0,0.379361275,40,60618,0,0.489909458,9166,15,0,2,0,1
104940,0,0.102286833,52,60618,1,0.352252166,10500,13,0,1,0,0
104952,0,0.231717885,66,60618,0,1461,,7,0,2,0,0
104959,0,0.071672355,75,60618,0,719,,4,0,1,0,0
104960,0,0.245206466,67,60618,0,0.580547112,1973,5,0,1,0,0
104973,0,0.936695202,67,60618,0,1337,,14,0,1,0,0
104976,0,0.027388902,61,60618,0,1032,0,5,0,1,0,0
104984,0,0.548939703,39,60618,0,0.197160568,5000,4,0,0,0,1
104991,0,0.014830194,60,60618,0,0.006485084,3083,5,0,0,0,0
104993,0,0.198266158,45,60618,0,1615,,12,0,2,0,0
105001,0,0.961523815,40,60618,0,0.484670688,12100,11,0,1,0,0
105005,0,0.003515045,68,60618,0,0.000298626,10045,6,0,0,0,0
105024,0,0.00639691,63,60618,0,0.062644416,3894,9,0,0,0,0
105044,0,0.442107439,45,60618,0,0.454679712,5416,11,0,1,0,0
105046,0,0.408437292,61,60618,0,0.396134192,4500,6,0,1,0,0
105048,0,0,30,60618,0,0.396736597,2144,7,0,0,0,0
105053,0,0.056032513,37,60618,0,0.137254902,2600,20,0,0,0,0
105074,0,0.380360979,45,60618,0,0.420312676,8890,15,0,1,0,0
105082,0,0.029433503,69,60618,1,4037,,7,0,2,0,0
105088,0,0.018100053,74,60618,0,1.014227642,1475,15,0,1,0,0
105090,0,0.95211071,31,60618,0,0.870784056,4565,12,0,1,0,0
105092,0,0.043865673,46,60618,0,0.143952141,5348,10,0,1,0,0
105100,0,0.087311407,79,60618,0,1450,,9,0,1,0,0
105106,0,0,41,60618,0,0.078658074,5275,4,0,0,0,2
105107,0,0.550668684,44,60618,0,1.404797601,2000,9,0,1,0,1
105116,0,0.160330745,48,60618,2,0.226103186,7500,7,0,1,0,0
105118,0,0.48970132,47,60618,0,0.250585089,5981,9,1,1,0,1
105125,0,0.337986283,53,60618,0,0.358930408,8750,12,0,1,0,1
105128,0,0.911024775,53,60618,0,0.854551796,8600,12,0,4,0,1
105134,0,0.028465718,56,60618,0,0.250124979,6000,8,0,1,0,0
105135,0,0.028524418,61,60618,0,0.01029122,13700,7,0,0,0,2
105140,0,0.071457528,67,60618,1,3273,,11,0,2,0,
105141,0,0.804654367,50,60618,0,0.266686666,6666,11,0,0,0,2
105148,0,0.846895567,47,60618,0,0.305959205,7500,8,0,2,0,1
105152,0,0.165592425,43,60618,0,0.391256158,8119,8,0,1,0,1
105172,0,0,58,60618,0,0.499242807,3961,12,0,1,0,0
105175,0,0,29,60618,0,0,,1,0,0,0,0
105209,0,0.01461577,50,60618,0,2012,,19,0,1,0,1
105210,0,0.014465702,87,60618,0,6,,2,0,0,0,0
105220,0,0.9999999,24,60618,0,0.292565947,833,1,0,0,0,0
105250,0,0.77138002,29,60618,0,0.458545798,5294,11,0,2,0,0
105259,0,0.023962863,69,60618,0,0.253560588,4282,8,0,1,0,0
105260,0,0.009752791,47,60618,0,24496,,20,0,10,0,
105272,0,0.029343292,75,60618,0,2530,,13,0,2,0,0
105280,0,0.251186532,53,60618,0,0.121967605,13396,7,0,1,0,3
105281,0,0.809562767,44,60618,0,178.5,1,1,1,0,0,5
105296,0,0.007799226,48,60618,0,0.18326536,7600,13,0,1,0,1
105315,0,0.00057876,75,60618,0,0.556772197,4200,12,0,1,0,1
105342,0,0.019933115,49,60618,0,0.24044586,7535,14,1,2,0,1
105345,0,0.346353658,65,60618,2,0.461381838,22100,26,0,6,0,1
105374,0,0.404428083,60,60618,0,0.433420366,6510,12,0,1,0,0
105386,0,0.9999999,45,60618,0,0.011126146,6650,1,0,0,0,1
105390,0,0.04518742,63,60618,0,0.058631034,7333,23,0,2,0,0
105391,0,0.185131889,50,60618,0,0.196276368,21000,11,0,2,0,2
105402,0,0.9999999,30,60618,0,0,2542,0,0,0,0,2
105407,0,0.502587435,65,60618,0,0.144708423,4166,2,0,0,0,0
105408,0,0.024700703,40,60618,0,0.30364201,7083,11,0,1,0,2
105409,0,0.341359611,47,60618,0,0.392356072,6200,15,0,1,0,1
105421,0,0.016319565,47,60618,0,0.14039548,7079,8,0,1,0,3
105425,0,0.15157531,60,60618,0,0.375842761,8750,6,0,1,0,0
105441,0,0,50,60618,0,0.921882581,2060,8,0,2,0,1
105442,0,0.140828296,50,60618,0,0.102223268,8500,17,0,0,0,3
105445,0,0.647804483,46,60618,0,1.111725955,3794,22,0,2,0,1
105457,0,0.002918332,70,60618,0,0.118820178,11933,15,0,1,0,0
105461,0,0.446904185,33,60618,0,0.729940394,2180,7,0,1,0,0
105467,0,0.811033798,62,60618,0,2674,,18,0,1,0,0
105475,0,0.346506201,59,60618,0,0.427999333,5992,13,0,1,0,2
105477,0,0.00780552,33,60618,0,0.094987822,7800,8,0,0,0,2
105484,0,0.019091634,79,60618,0,0.175645756,4064,8,0,1,0,0
105498,0,0.18389387,55,60618,0,0.367592755,11373,11,0,4,0,0
105499,0,0.9999999,26,60618,0,0.11265545,4100,1,0,0,0,0
105524,0,0.223970796,53,60618,0,0.480986426,9650,17,0,2,0,5
105525,0,0.125556729,51,60618,0,0.276314375,9300,11,0,2,0,2
105537,0,0.247029064,55,60618,0,1539,,7,0,1,0,0
105548,0,0.81838976,56,60618,3,0.763302863,16518,19,0,6,1,1
105558,0,0.072818544,56,60618,0,2017,,2,0,1,0,
105562,0,0.463920004,29,60618,0,147,1,8,0,0,0,0
105566,0,0.048220691,64,60618,0,0.3023997,5333,10,0,1,0,3
105569,0,0,33,60618,0,644,,6,0,2,0,0
105570,0,0.015724803,54,60618,2,0.312089024,5930,12,0,2,0,3
105583,0,0.671224682,50,60618,0,0.779031567,7000,12,0,2,0,0
105585,0,0.601538115,48,60618,0,2592,,16,0,0,0,0
105588,0,0.023788934,70,60618,0,0.071732067,4000,6,0,0,0,1
105600,0,0.575937965,61,60618,0,0.619601068,6366,8,0,2,0,0
105604,0,0.1337797,38,60618,0,0.363370628,9920,9,0,2,0,4
105610,0,0.066686458,48,60618,0,0.147633182,6400,10,0,1,0,0
105618,0,0.010071479,81,60618,0,0.004188482,5729,7,0,0,0,0
105630,0,0.215571257,25,60618,0,1.184313725,764,6,0,0,0,0
105631,0,0.011844833,50,60618,0,2139,,12,0,1,0,0
105637,0,0.9999999,57,60618,0,0,1019,0,0,0,0,0
105640,0,0.232192719,75,60618,0,0.553144686,10000,25,0,3,0,1
